Time (s),Thrust (N)
0,0
0.011,1484.55
0.055,1506.3
0.089,1468.24
0.155,1560.68
0.2,1571.56
0.3,1582.43
0.4,1598.75
0.5,1620.5
0.6,1642.25
0.7,1653.13
0.8,1674.88
0.9,1691.19
1,1685.76
1.1,1696.63
1.2,1691.19
1.3,1691.19
1.4,1680.32
1.5,1664
1.6,1636.81
1.7,1620.5
1.8,1604.19
1.9,1577
2,1560.68
2.1,1538.93
2.2,1500.87
2.227,1435.61
2.25,1125.65
2.29,832.002
2.366,647.113
2.4,456.785
2.44,244.076
2.5,59.817
2.6,0
