Time (s),Thrust (N)
0,0
0.0104987,398.271
0.0341207,376.72
0.0446194,358.616
0.0787402,358.616
0.128609,360.34
0.181102,362.927
0.251969,363.789
0.322835,365.513
0.396325,362.927
0.454068,361.203
0.524934,359.478
0.603675,356.03
0.690289,352.582
0.76378,348.272
0.813648,348.272
0.858268,345.685
0.91601,343.961
1.00525,339.651
1.04987,336.203
1.08136,338.789
1.09974,302.583
1.12073,224.997
1.13648,141.378
1.14698,83.6197
1.15223,23.2756
1.18,0
